3.303030303030302761e+00,8.292929292929292373e+00,-1.993434343434343248e+01
2.535353535353535470e+00,5.414141414141413478e+00,-1.456060606060605878e+01
1.232323232323232176e+01,1.059595959595959513e+01,-2.003030303030303116e+01
5.989898989898989612e+00,1.750505050505050519e+01,-3.701515151515151558e+01
8.676767676767676463e+00,4.838383838383838231e+00,-1.033838383838383734e+01
1.654545454545454675e+01,3.686868686868686851e+00,-4.101010101010100328e+00
6.949494949494948948e+00,4.262626262626262985e+00,-1.005050505050505194e+01
7.141414141414140992e+00,2.727272727272727071e+00,-6.883838383838384090e+00
2.000000000000000000e+01,2.535353535353535470e+00,-7.070707070707094033e-02
5.222222222222222321e+00,8.484848484848484418e+00,-1.935858585858585812e+01
1.846464646464646364e+01,1.059595959595959513e+01,-1.695959595959595845e+01
4.454545454545454142e+00,1.481818181818181657e+01,-3.240909090909090651e+01
1.865656565656565391e+01,1.961616161616161591e+01,-3.490404040404040131e+01
1.021212121212121104e+01,1.961616161616161591e+01,-3.912626262626262985e+01
1.136363636363636331e+01,6.373737373737373701e+00,-1.206565656565656575e+01
1.865656565656565391e+01,8.868686868686868507e+00,-1.340909090909091006e+01
1.232323232323232176e+01,1.328282828282828198e+01,-2.540404040404040131e+01
1.808080808080807955e+01,1.040404040404040309e+01,-1.676767676767676818e+01
9.828282828282826955e+00,8.101010101010100328e+00,-1.628787878787878896e+01
1.865656565656565391e+01,1.767676767676767735e+00,7.929292929292914849e-01
8.484848484848484418e+00,1.654545454545454675e+01,-3.384848484848485128e+01
4.646464646464646187e+00,4.838383838383838231e+00,-1.235353535353535293e+01
1.309090909090908994e+01,1.059595959595959513e+01,-1.964646464646464352e+01
8.101010101010100328e+00,1.577777777777777679e+01,-3.250505050505050519e+01
1.904040404040403800e+01,1.481818181818181657e+01,-2.511616161616161236e+01
1.808080808080807955e+01,6.949494949494948948e+00,-9.858585858585858119e+00
7.333333333333333037e+00,1.827272727272726982e+01,-3.787878787878787534e+01
1.155555555555555536e+01,1.136363636363636331e+01,-2.194949494949494806e+01
1.750505050505050519e+01,1.575757575757575690e+00,6.010101010101012164e-01
1.959595959595959558e+00,1.692929292929292728e+01,-3.787878787878787534e+01
1.616161616161615910e+01,1.328282828282828198e+01,-2.348484848484848442e+01
9.636363636363634910e+00,1.002020202020201900e+01,-2.022222222222222143e+01
1.366666666666666607e+01,5.030303030303030276e+00,-8.227272727272726627e+00
1.383838383838383868e+00,9.252525252525252597e+00,-2.281313131313131493e+01
1.558585858585858475e+01,8.292929292929292373e+00,-1.379292929292929237e+01
1.059595959595959513e+01,1.481818181818181657e+01,-2.933838383838383379e+01
1.616161616161615910e+01,4.838383838383838231e+00,-6.595959595959596911e+00
1.193939393939393945e+01,7.141414141414140992e+00,-1.331313131313131137e+01
1.961616161616161591e+01,1.309090909090908994e+01,-2.137373737373737015e+01
1.961616161616161591e+01,1.424242424242424221e+01,-2.367676767676767469e+01
3.303030303030302761e+00,2.000000000000000000e+01,-4.334848484848485128e+01
1.654545454545454675e+01,9.252525252525252597e+00,-1.523232323232323182e+01
6.565656565656564858e+00,1.481818181818181657e+01,-3.135353535353534937e+01
1.251515151515151381e+01,1.616161616161615910e+01,-3.106565656565656042e+01
3.111111111111111160e+00,9.444444444444444642e+00,-2.233333333333333570e+01
9.252525252525252597e+00,5.606060606060605522e+00,-1.158585858585858475e+01
7.141414141414140992e+00,1.731313131313131137e+01,-3.605555555555555003e+01
7.333333333333333037e+00,1.347474747474747403e+01,-2.828282828282828021e+01
7.141414141414140992e+00,5.797979797979797567e+00,-1.302525252525252419e+01
1.596969696969696884e+01,9.828282828282826955e+00,-1.667171717171716949e+01
1.213131313131312972e+01,1.002020202020201900e+01,-1.897474747474747403e+01
1.366666666666666607e+01,1.904040404040403800e+01,-3.624747474747474030e+01
4.262626262626262985e+00,9.060606060606060552e+00,-2.098989898989898961e+01
8.101010101010100328e+00,1.808080808080807955e+01,-3.711111111111110716e+01
1.213131313131312972e+01,8.676767676767676463e+00,-1.628787878787878896e+01
1.383838383838383868e+00,1.270707070707070585e+01,-2.972222222222222143e+01
9.636363636363634910e+00,1.520202020202020066e+01,-3.058585858585858475e+01
4.070707070707070940e+00,1.884848484848484773e+01,-4.066161616161615910e+01
1.385858585858585812e+01,1.961616161616161591e+01,-3.730303030303030454e+01
1.788888888888888928e+01,8.676767676767676463e+00,-1.340909090909090828e+01
1.712121212121212110e+01,1.575757575757575690e+00,4.090909090909091717e-01
9.828282828282826955e+00,1.731313131313131137e+01,-3.471212121212121104e+01
1.769696969696969546e+01,4.454545454545454142e+00,-5.060606060606060552e+00
1.251515151515151381e+01,1.635353535353535293e+01,-3.144949494949494806e+01
1.980808080808080618e+01,1.616161616161615910e+01,-2.741919191919191690e+01
8.292929292929292373e+00,1.213131313131312972e+01,-2.511616161616161236e+01
1.865656565656565391e+01,5.030303030303030276e+00,-5.732323232323233597e+00
7.333333333333333037e+00,8.868686868686868507e+00,-1.907070707070706916e+01
1.309090909090908994e+01,5.797979797979797567e+00,-1.005050505050505016e+01
8.484848484848484418e+00,1.961616161616161591e+01,-3.998989898989898961e+01
9.828282828282826955e+00,5.414141414141413478e+00,-1.091414141414141348e+01
1.097979797979797922e+01,6.373737373737373701e+00,-1.225757575757575779e+01
1.328282828282828198e+01,1.059595959595959513e+01,-1.955050505050504839e+01
3.878787878787878451e+00,1.961616161616161591e+01,-4.229292929292929415e+01
5.989898989898989612e+00,2.535353535353535470e+00,-7.075757575757576134e+00
1.827272727272726982e+01,1.193939393939393945e+01,-1.974242424242424221e+01
2.535353535353535470e+00,1.558585858585858475e+01,-3.490404040404040131e+01
1.078787878787878718e+01,1.174747474747474740e+01,-2.310101010101010033e+01
8.292929292929292373e+00,1.309090909090908994e+01,-2.703535353535353281e+01
1.884848484848484773e+01,1.575757575757575690e+00,1.272727272727272485e+00
1.383838383838383868e+00,1.904040404040403800e+01,-4.238888888888888573e+01
4.454545454545454142e+00,1.040404040404040309e+01,-2.358080808080807955e+01
1.616161616161615910e+01,7.333333333333333037e+00,-1.158585858585858652e+01
1.846464646464646364e+01,9.060606060606060552e+00,-1.388888888888888928e+01
1.481818181818181657e+01,8.676767676767676463e+00,-1.494444444444444464e+01
5.797979797979797567e+00,1.616161616161615910e+01,-3.442424242424242209e+01
9.636363636363634910e+00,1.347474747474747403e+01,-2.713131313131313149e+01
2.535353535353535470e+00,8.292929292929292373e+00,-2.031818181818181657e+01
4.454545454545454142e+00,5.414141414141413478e+00,-1.360101010101010033e+01
1.002020202020201900e+01,5.222222222222222321e+00,-1.043434343434343603e+01
5.222222222222222321e+00,6.565656565656564858e+00,-1.552020202020201900e+01
1.767676767676767735e+00,1.575757575757575690e+00,-7.267676767676767291e+00
8.292929292929292373e+00,1.558585858585858475e+01,-3.202525252525252597e+01
7.141414141414140992e+00,1.424242424242424221e+01,-2.991414141414141525e+01
1.635353535353535293e+01,1.155555555555555536e+01,-1.993434343434343248e+01
5.030303030303030276e+00,1.767676767676767735e+00,-6.020202020202020776e+00
9.060606060606060552e+00,1.769696969696969546e+01,-3.586363636363635976e+01
1.961616161616161591e+01,1.539393939393939270e+01,-2.597979797979797922e+01
1.865656565656565391e+01,8.101010101010100328e+00,-1.187373737373737370e+01
2.151515151515151381e+00,1.097979797979797922e+01,-2.588383838383838409e+01
1.424242424242424221e+01,1.788888888888888928e+01,-3.365656565656566102e+01
1.405050505050505016e+01,1.383838383838383868e+00,-7.424242424242426530e-01
1.750505050505050519e+01,6.181818181818181657e+00,-8.611111111111110716e+00
1.827272727272726982e+01,1.251515151515151381e+01,-2.089393939393939092e+01
9.252525252525252597e+00,1.213131313131312972e+01,-2.463636363636363313e+01
1.021212121212121104e+01,9.828282828282826955e+00,-1.955050505050504839e+01
1.251515151515151381e+01,6.949494949494948948e+00,-1.264141414141414188e+01
4.070707070707070940e+00,8.101010101010100328e+00,-1.916666666666666430e+01
1.767676767676767735e+00,1.750505050505050519e+01,-3.912626262626262985e+01
2.343434343434343425e+00,7.909090909090908283e+00,-1.964646464646464352e+01
1.136363636363636331e+01,1.635353535353535293e+01,-3.202525252525252597e+01
1.577777777777777679e+01,7.333333333333333037e+00,-1.177777777777777857e+01
2.919191919191919116e+00,8.676767676767676463e+00,-2.089393939393939448e+01
5.797979797979797567e+00,1.731313131313131137e+01,-3.672727272727272663e+01
