3.225521267026861594e+00,1.960515149839645233e+01,-4.270488918909555309e+01
1.538569991173272555e+01,1.704767537884971773e+01,-3.160731445011330365e+01
1.848528438120295903e+01,1.909680008065956969e+01,-3.419214603748363857e+01
8.776495429807045667e+00,7.291882144575087210e+00,-1.529977496920681013e+01
8.990982190351784809e+00,1.238499777746217845e+01,-2.540241681811277630e+01
1.824327410682073491e+00,7.917646412359550467e+00,-1.996809369421434965e+01
1.556231071606894290e+01,1.308341614149830434e+01,-2.357514151572710404e+01
1.430073516117074561e+00,6.034008777637335896e+00,-1.638639021442024557e+01
2.213057728299995475e+00,8.480416878505316447e+00,-2.090513668477834841e+01
1.976732679197510478e+01,2.291313387404519730e+00,1.201633067417708922e-01
8.758346534123793603e+00,2.951890019252472186e+00,-6.610176218879312948e+00
4.534392480113374368e+00,9.215305338227006260e+00,-2.123807364970210187e+01
9.207047115738545173e+00,1.785550402994253005e+01,-3.626067594965589791e+01
9.913490333083405659e+00,1.998467080536870277e+00,-4.131984212111085242e+00
1.864926986680299947e+01,1.211341588656199342e+01,-2.011503484200004621e+01
1.419583648624863592e+01,9.698504686513359729e+00,-1.746192623886371109e+01
1.151891287849979406e+01,1.632604877210460259e+01,-3.205990921875661570e+01
1.553706007859659266e+01,7.045166228005962594e+00,-1.148526499353231500e+01
1.957572342163967605e+01,2.670361738619861036e+00,-7.336454425912930510e-01
9.786591721270877287e+00,1.785053083507631655e+01,-3.596610154956825056e+01
1.575864858093042997e+01,1.383653964906277167e+01,-2.498818461430555971e+01
1.050408209250989344e+01,4.635228222823551292e+00,-9.126730790483644995e+00
1.635160758761995226e+01,1.703938672073936544e+01,-3.111635711663389614e+01
1.365574600176684683e+01,1.913824337121135599e+01,-3.664693270488071164e+01
8.209576143010885119e+00,1.031598029618746537e+01,-2.163928763039183778e+01
1.244142102123141491e+01,5.939518075179288203e+00,-1.078947661275492642e+01
1.017216570920475682e+01,1.765852006203554225e+01,-3.539190997485791002e+01
1.283962032790146779e+01,8.766632258884682116e+00,-1.626022329914196973e+01
1.884639681408549805e+01,1.305523470392309626e+01,-2.190588658189709648e+01
1.923039263717735636e+01,1.248583331128904739e+01,-2.057607772454957029e+01
1.616153309505421465e+00,4.334093257845547775e+00,-1.288792097585708696e+01
3.974574935106313767e+00,1.393766127800910581e+01,-3.097786408275442227e+01
9.717152468221916806e+00,1.245343572972397617e+00,-2.718941113532618026e+00
2.836001866987930775e+00,1.885368572245405971e+01,-4.139003755721298461e+01
1.364943334239875838e+01,1.762868089283826478e+01,-3.362446357433201882e+01
1.461060652375991964e+01,1.648822037594809942e+01,-3.086665439294107927e+01
5.725834070439488777e+00,1.694186665015662996e+01,-3.613907914358885876e+01
4.577002930847963391e+00,1.940485206724532219e+01,-4.163974028090579083e+01
1.419978189835368809e+01,1.064198123549654085e+01,-1.935096944545665920e+01
